id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
562;São Paulo;Lucas Pereira;Tablet Apple Ipad;Courtney Rowland;feminino;cartão de Credito
563;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Elizabeth Wooten;feminino;cartão de Credito
564;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Todd Batchelder;masculino;PIX
565;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jesse Toodle;masculino;Dinheiro
566;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Joseph Flores;masculino;Boleto
567;Belo Horizonte;Fernanda Costa;Smartwatch;Hayley Brown;feminino;Dinheiro
568;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Angelina Shelton;feminino;Dinheiro
569;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;William Garcia;masculino;Dinheiro
570;Rio de Jameiro;Pedro Souza;Smartwatch;Sarah Villa;feminino;Boleto
571;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Heather Kirkpatrick;feminino;cartão de Credito
572;Belo Horizonte;Carlos Silva;Smartwatch;Tyler Green;masculino;Boleto
573;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Sadie Williams;feminino;PIX
574;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Joshua Murray;masculino;Dinheiro
575;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Leslie Bernstein;masculino;Dinheiro
576;São Paulo;Lucas Pereira;Smartwatch;Lawanda Martinez;feminino;Boleto
577;Belo Horizonte;Fernanda Costa;Smartwatch;Samuel Rouse;masculino;PIX
578;São Paulo;Ana Oliveira;Smartwatch;Brian Nichols;masculino;PIX
579;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Joseph Berlinski;masculino;cartão de Credito
580;Florianopolis;Tiago Lima;Smartwatch;Luna Boner;feminino;cartão de Credito
581;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Jane Margulis;feminino;Dinheiro
582;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Corey Coles;masculino;Boleto
583;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Gussie Rines;feminino;cartão de Credito
584;São Paulo;Ana Oliveira;Smartwatch;Kory Molina;masculino;cartão de Credito
585;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Harry Hickling;masculino;PIX
586;Rio de Jameiro;Pedro Souza;Smartwatch;Bruce Mccurley;masculino;PIX
587;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Lynda Wynne;feminino;cartão de Credito
588;Rio de Jameiro;Juliana Almeida;Smartwatch;Christopher Smith;masculino;PIX
589;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Margaret Grow;feminino;cartão de Credito
590;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Henry Oliver;masculino;Boleto
591;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Charlotte Lopez;feminino;cartão de Credito
592;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Lillie Ramirez;feminino;Boleto
593;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Tracy Sanchez;feminino;Boleto
594;Belo Horizonte;Fernanda Costa;Smartwatch;Robert Redden;masculino;Boleto
595;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Robert Radford;masculino;PIX
596;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Brenda Henson;feminino;Boleto
597;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Candice Beaudoin;feminino;cartão de Credito
598;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Shirley Stevens;feminino;cartão de Credito
599;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Lawrence Davis;masculino;Dinheiro
600;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Catherine Horton;feminino;cartão de Credito
601;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Michael Phillips;masculino;PIX
602;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Dennis Burd;masculino;Dinheiro
603;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Juan Rodriguez;masculino;Boleto
604;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Jerome Goard;masculino;Boleto
605;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Blake Pratt;masculino;PIX
606;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Leonard Debonis;masculino;Dinheiro
607;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Lucy Miyao;feminino;cartão de Credito
608;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Kevin Tindell;masculino;Boleto
609;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Rodney Hwang;masculino;Boleto
610;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Ira Vulich;masculino;Boleto
611;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jeanine Simcoe;feminino;PIX
612;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Blanca Cook;feminino;Boleto
613;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Mark Bernice;masculino;PIX
614;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Amy Shoemake;feminino;cartão de Credito
615;São Paulo;Ana Oliveira;Smartwatch;Thomas Makin;masculino;PIX
616;Belo Horizonte;Fernanda Costa;Smartwatch;Inez Ross;feminino;PIX
617;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Katheryn Kaizer;feminino;cartão de Credito
618;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Brenda Brougham;feminino;PIX
619;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Deborah Smith;feminino;Boleto
620;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;James Orozco;masculino;Boleto
621;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Pamela Walker;feminino;PIX
622;Florianopolis;Tiago Lima;Smartwatch;Charles Gray;masculino;PIX
623;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Mary Mak;feminino;Dinheiro
624;Florianopolis;Tiago Lima;Tablet Apple Ipad;Leo Delnero;masculino;Boleto
625;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Douglas Brown;masculino;cartão de Credito
626;Rio de Jameiro;Pedro Souza;Smartwatch;Joseph Nadeau;masculino;Dinheiro
627;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Nathan Lewis;masculino;Boleto
628;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Harry Conger;masculino;Boleto
629;Belo Horizonte;Carlos Silva;Smartwatch;Alice Hackman;feminino;Dinheiro
630;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Hazel Pinkston;feminino;cartão de Credito
631;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Ula Wiggins;feminino;PIX
632;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Kimberly Adams;feminino;PIX
633;São Paulo;Lucas Pereira;Tablet Apple Ipad;Iris Jude;feminino;Boleto
634;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Hector Sauter;masculino;cartão de Credito
635;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Daniel Burgess;masculino;Boleto
636;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Kevin Williams;masculino;Boleto
637;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Kenneth White;masculino;PIX
638;Rio de Jameiro;Juliana Almeida;Smartwatch;Ronald Samela;masculino;cartão de Credito
639;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Emma Glancy;feminino;Dinheiro
640;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Merlin Chase;masculino;cartão de Credito
641;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Doris Villarreal;feminino;PIX
642;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Rodney Reasor;masculino;Boleto
643;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Miriam Mckinney;feminino;cartão de Credito
644;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;James King;masculino;cartão de Credito
645;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Julia Stewart;feminino;PIX
646;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Crystal Singelton;feminino;Boleto
647;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Willis Bradford;masculino;PIX
648;São Paulo;Ana Oliveira;Tablet Apple Ipad;Ned Switzer;masculino;cartão de Credito
649;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Jennifer Ward;feminino;PIX
650;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Steven Johnson;masculino;Boleto
651;Porto Alegre;Mariana Gomes;Notebook Dell Inspiriom;Hector Stone;masculino;PIX
652;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Joseph Goodermote;masculino;cartão de Credito
653;São Paulo;Ana Oliveira;Tablet Apple Ipad;Arthur Hane;masculino;Dinheiro
654;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Shelly Moulton;feminino;cartão de Credito
655;Florianopolis;Tiago Lima;Tablet Apple Ipad;Albert Peterson;masculino;Boleto
656;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Nancy Burke;feminino;PIX
657;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Todd Johnson;masculino;cartão de Credito
658;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Tommy Zimmerman;masculino;Boleto
659;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Thomas Gracia;masculino;Dinheiro
660;Florianopolis;Tiago Lima;Tablet Apple Ipad;Leonard Martin;masculino;Dinheiro
661;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Stanley Galvin;masculino;Dinheiro
662;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Sondra Jefcoat;feminino;PIX
663;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Monroe Oneal;masculino;cartão de Credito
664;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Joyce Walker;feminino;Dinheiro
665;Porto Alegre;Roberto Ferreira;Smartwatch;Ellen Giron;feminino;Boleto
666;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Rosa Adams;feminino;Dinheiro
667;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Matilda Freese;feminino;PIX
668;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;James Bennett;masculino;cartão de Credito
669;Belo Horizonte;Fernanda Costa;Smartwatch;Tom Roldan;masculino;cartão de Credito
670;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Pamela Brown;feminino;PIX
671;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Darron Cortez;masculino;Boleto
672;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Raymond Hier;masculino;cartão de Credito
673;Florianopolis;Tiago Lima;Smartwatch;Gail Garza;feminino;cartão de Credito
674;Belo Horizonte;Fernanda Costa;Smartwatch;Jeanne Mcduffie;feminino;Dinheiro
675;São Paulo;Lucas Pereira;Tablet Apple Ipad;Edward Agin;masculino;cartão de Credito
676;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Alfred Houseal;masculino;Dinheiro
677;Porto Alegre;Roberto Ferreira;Smartwatch;Theodore Monette;masculino;Dinheiro
678;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Patricia Luebke;feminino;Dinheiro
679;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Keith Williams;masculino;PIX
680;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Irma Salazar;feminino;cartão de Credito
681;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Diane Pruett;feminino;Dinheiro
682;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Gregory Williams;masculino;Dinheiro
683;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Ashely Grim;feminino;Boleto
684;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Robert Henderson;masculino;Boleto
685;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Richard Tunis;masculino;Dinheiro
686;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Rex Branson;masculino;Boleto
687;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Otis Gayle;masculino;Boleto
688;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Nicholas Pickering;masculino;cartão de Credito
689;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Francisco Coates;masculino;PIX
690;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Federico Winn;masculino;Dinheiro
691;Florianopolis;Tiago Lima;Tablet Apple Ipad;Robert Miller;masculino;Dinheiro
692;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Margaret Gold;feminino;PIX
693;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Michelle Burr;feminino;Dinheiro
694;Rio de Jameiro;Juliana Almeida;Smartwatch;Jimmy Burt;masculino;PIX
695;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Patricia Mcdonald;feminino;Dinheiro
696;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Juan Knowlton;masculino;Boleto
697;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Willie Ridenour;feminino;PIX
698;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Jeffrey Griffin;masculino;PIX
699;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Kathryn Chapman;feminino;Dinheiro
700;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Karen Darby;feminino;PIX
701;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Charles Manuel;masculino;Dinheiro
702;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Walter Carter;masculino;Boleto
703;São Paulo;Lucas Pereira;Tablet Apple Ipad;Geraldine Rundlett;feminino;PIX
704;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Steven Maguire;masculino;Boleto
705;São Paulo;Ana Oliveira;Tablet Apple Ipad;Joseph Smith;masculino;PIX
706;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Emanuel Terry;masculino;PIX
707;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Carol Blecha;feminino;PIX
708;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Bruce Xiong;masculino;Dinheiro
709;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Lucille Morrison;feminino;Dinheiro
710;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Jae Cherry;masculino;cartão de Credito
711;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Hilda Gladden;feminino;cartão de Credito
712;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Ronald Haskell;masculino;Boleto
713;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Maple Eychaner;feminino;cartão de Credito
714;Porto Alegre;Mariana Gomes;Smartwatch;Ryan Smtih;masculino;PIX
715;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;Katie Rollins;feminino;Dinheiro
716;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Gloria Bagger;feminino;Boleto
717;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiriom;Johnnie Adkins;feminino;PIX
718;São Paulo;Ana Oliveira;Smartwatch;Mildred Ham;feminino;Dinheiro
719;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;John Bell;masculino;cartão de Credito
720;Florianopolis;Tiago Lima;Tablet Apple Ipad;Fernando Quevedo;masculino;PIX
721;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Emily Roscoe;feminino;PIX
722;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Shannon Kinney;feminino;Dinheiro
723;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Sue Johnston;feminino;Dinheiro
724;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Holly Wells;feminino;Dinheiro
725;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Michael Bray;masculino;PIX
726;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Geraldine Piere;feminino;cartão de Credito
727;São Paulo;Ana Oliveira;Smartwatch;Lesli Ramey;feminino;PIX
728;Belo Horizonte;Carlos Silva;Smartwatch;Gail Wilkerson;feminino;Boleto
729;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Deborah Newman;feminino;Boleto
730;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Thomas Castillo;masculino;Dinheiro
731;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Colin Gargus;masculino;cartão de Credito
732;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Tamara Payne;feminino;PIX
733;Florianopolis;Gabriela Santos;Tablet Apple Ipad;Rosemarie Salley;feminino;PIX
734;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Gilberto Woody;masculino;PIX
735;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Laurie Jones;feminino;Boleto
736;Florianopolis;Gabriela Santos;Smartwatch;Suanne Schmidt;feminino;Dinheiro
737;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Brandon Johnson;masculino;Dinheiro
738;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Jay Kisler;masculino;Dinheiro
739;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Daniel Lynch;masculino;Dinheiro
740;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Carol Chappell;feminino;Dinheiro
741;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Johnny Panza;masculino;Boleto
742;Belo Horizonte;Fernanda Costa;Smartwatch;Josef Rapp;masculino;cartão de Credito
743;São Paulo;Lucas Pereira;Tablet Apple Ipad;Richard Dang;masculino;Dinheiro
744;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;Teddy Avella;masculino;Boleto
745;Belo Horizonte;Fernanda Costa;Smartwatch;John Morgan;masculino;cartão de Credito
746;Rio de Jameiro;Pedro Souza;Smartphone Samsung Galaxy;George Richards;masculino;PIX
747;Rio de Jameiro;Juliana Almeida;Notebook Dell Inspiriom;Cathryn Roberts;feminino;PIX
748;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Jerry Vela;masculino;Dinheiro
749;São Paulo;Ana Oliveira;Tablet Apple Ipad;Bertha Eubank;feminino;Dinheiro
750;Belo Horizonte;Fernanda Costa;Smartwatch;Ronald Lenard;masculino;cartão de Credito
751;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Patricia Board;feminino;Dinheiro
752;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Carlos Wallace;masculino;Dinheiro
753;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Salvatore Futrell;masculino;cartão de Credito
754;Belo Horizonte;Carlos Silva;Smartwatch;Eric Symons;masculino;Dinheiro
755;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Jerry Hansen;masculino;Dinheiro
756;Porto Alegre;Roberto Ferreira;Smartwatch;Nanette Defir;feminino;cartão de Credito
757;São Paulo;Lucas Pereira;Tablet Apple Ipad;Cory Lockwood;feminino;Dinheiro
758;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Lloyd Kokoska;masculino;PIX
759;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Douglas Richardson;masculino;Boleto
760;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Deborah Williams;feminino;PIX
761;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Shawn Meyer;masculino;Boleto
762;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Jerry Robinson;masculino;cartão de Credito
763;Rio de Jameiro;Pedro Souza;Smartwatch;Nancy Schott;feminino;Boleto
764;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Amber Oberley;feminino;cartão de Credito
765;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Nancy Cooper;feminino;cartão de Credito
766;Rio de Jameiro;Pedro Souza;Smartwatch;Kim Seever;feminino;Dinheiro
767;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Gregory Wood;masculino;cartão de Credito
768;Belo Horizonte;Carlos Silva;Notebook Dell Inspiriom;Marjorie Timberlake;feminino;Dinheiro
769;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Timothy Martinez;masculino;Boleto
770;Florianopolis;Tiago Lima;Tablet Apple Ipad;Blaine Brown;masculino;PIX
771;São Paulo;Lucas Pereira;Smartwatch;Ivan Clifford;masculino;Dinheiro
772;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Harris Harris;masculino;Boleto
773;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Paige Stanford;feminino;Boleto
774;Rio de Jameiro;Juliana Almeida;Smartwatch;Cheryl Woloszyn;feminino;cartão de Credito
775;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Ethan Ramirez;masculino;Dinheiro
776;São Paulo;Ana Oliveira;Smartwatch;John Mills;masculino;Boleto
777;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;George Mcpeak;masculino;Dinheiro
778;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;Anne Kendrick;feminino;Dinheiro
779;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Holly Linen;feminino;Boleto
780;Florianopolis;Gabriela Santos;Smartwatch;Mary Garner;feminino;cartão de Credito
781;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Rebecca Naron;feminino;Boleto
782;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;George Bates;masculino;cartão de Credito
783;Rio de Jameiro;Juliana Almeida;Fone de Ouvido Sony;Jannie Winfrey;feminino;PIX
784;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Dustin Paddock;masculino;cartão de Credito
785;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Vincent Washburn;masculino;PIX
786;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Jeffrey Dawson;masculino;Dinheiro
787;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Nida Spellman;feminino;PIX
788;São Paulo;Ana Oliveira;Notebook Dell Inspiriom;Glenn Kelly;masculino;cartão de Credito
789;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Irene Burkhardt;feminino;Boleto
790;São Paulo;Ana Oliveira;Smartwatch;Scott Garcia;masculino;Dinheiro
791;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Maureen Vargas;feminino;Boleto
792;Florianopolis;Gabriela Santos;Notebook Dell Inspiriom;Rose Meyer;feminino;PIX
793;São Paulo;Lucas Pereira;Tablet Apple Ipad;Jaye Mcclendon;feminino;cartão de Credito
794;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Wayne Porter;masculino;cartão de Credito
795;São Paulo;Ana Oliveira;Tablet Apple Ipad;Jaime Pickel;masculino;Dinheiro
796;Rio de Jameiro;Juliana Almeida;Tablet Apple Ipad;Winfred Mallory;masculino;Boleto
797;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Tessie Pullen;feminino;Boleto
798;Belo Horizonte;Carlos Silva;Smartwatch;Paula Huntsinger;feminino;PIX
799;Porto Alegre;Roberto Ferreira;Smartwatch;Ernest Sanchez;masculino;Dinheiro
800;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Cameron Simmons;masculino;Boleto
801;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Kenneth Denney;masculino;Dinheiro
802;Rio de Jameiro;Juliana Almeida;Smartphone Samsung Galaxy;Robert Serrano;masculino;Boleto
803;Florianopolis;Gabriela Santos;Smartwatch;David Summers;masculino;Dinheiro
804;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Judy Chen;feminino;Dinheiro
805;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Barbara Dohse;feminino;Dinheiro
806;Florianopolis;Tiago Lima;Notebook Dell Inspiriom;Betty Llanas;feminino;Dinheiro
807;Rio de Jameiro;Pedro Souza;Smartwatch;Evelyn Foster;feminino;Boleto
808;Belo Horizonte;Fernanda Costa;Smartwatch;Francis Carleton;masculino;PIX
809;Florianopolis;Tiago Lima;Smartphone Samsung Galaxy;Kelly Harr;feminino;Boleto
810;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Mark Gonzales;masculino;Boleto
811;São Paulo;Ana Oliveira;Tablet Apple Ipad;Erika Davis;feminino;Boleto
812;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Anna Cupp;feminino;Dinheiro
813;São Paulo;Ana Oliveira;Tablet Apple Ipad;William Hutton;masculino;Boleto
814;Florianopolis;Gabriela Santos;Smartphone Samsung Galaxy;John Hebner;masculino;Boleto
815;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Brenda Patterson;feminino;PIX
816;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Katherine Sanchirico;feminino;Dinheiro
817;Florianopolis;Tiago Lima;Tablet Apple Ipad;Ryan Hines;masculino;Dinheiro
818;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Earl Cooper;masculino;PIX
819;São Paulo;Ana Oliveira;Tablet Apple Ipad;Darryl Robertson;masculino;Dinheiro
820;Florianopolis;Gabriela Santos;Smartwatch;Leo Bartholomew;masculino;Dinheiro
821;Florianopolis;Gabriela Santos;Tablet Apple Ipad;John Shelton;masculino;cartão de Credito
822;Florianopolis;Gabriela Santos;Smartwatch;Awilda Hays;feminino;cartão de Credito
823;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Gary Coffey;masculino;Boleto
824;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Eddie Connolly;masculino;Dinheiro
825;Florianopolis;Tiago Lima;Smartwatch;Bryan Powell;masculino;Dinheiro
826;Florianopolis;Tiago Lima;Fone de Ouvido Sony;Joey Smith;masculino;Dinheiro
827;Belo Horizonte;Carlos Silva;Smartwatch;Walter Hall;masculino;cartão de Credito
828;Rio de Jameiro;Pedro Souza;Notebook Dell Inspiriom;Gregory Barrett;masculino;Dinheiro
829;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Diane Vargas;feminino;Boleto
830;São Paulo;Lucas Pereira;Notebook Dell Inspiriom;Raquel Gonzales;feminino;cartão de Credito
831;São Paulo;Ana Oliveira;Smartwatch;Michael Ousley;masculino;cartão de Credito
832;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Jonathan Pinkney;masculino;Boleto
833;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;James Cannellos;masculino;PIX
834;Rio de Jameiro;Pedro Souza;Fone de Ouvido Sony;Douglas Jordan;masculino;cartão de Credito
835;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Peter Arnett;masculino;PIX
836;Florianopolis;Gabriela Santos;Fone de Ouvido Sony;Maria Rodriguez;feminino;Dinheiro
837;Rio de Jameiro;Pedro Souza;Tablet Apple Ipad;Carrie Grant;feminino;PIX
838;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Jennifer Taylor;feminino;Boleto
839;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Salvatore Rau;masculino;cartão de Credito
840;São Paulo;Lucas Pereira;Tablet Apple Ipad;Hester Boettcher;feminino;PIX
841;São Paulo;Lucas Pereira;Smartwatch;Juanita Feeney;feminino;Dinheiro
842;Florianopolis;Tiago Lima;Tablet Apple Ipad;Trinidad Hanson;feminino;Boleto
843;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiriom;David Carmant;masculino;cartão de Credito
